Word		Original_root		Predicted_root
नहीं		नहीं		नहीं
दी		दे		दे
गई		जा		जा
।		।		।
नुनवान		नुनवान		नुनवान
व		व		व
बालटाल		बालटाल		बालटाल
बेस		बेस		बेस
कैंप		कैंप		कैंप
में		में		में
श्रद्धालुओं		श्रद्धालु		श््््धालु
की		का		का
भीड़		भीड़		भीडड
को		को		को
देखते		देख		देख
हुए		हो		हो
नए		नया		न
जत्थे		जत्था		जत्था
को		को		को
आगे		आगे		आगा
बढ़ने		बढ़		बड़
की		का		का
इजाज़त		इजाजत		इगजजफत
नहीं		नहीं		नहीं
दी		दे		दे
गई		जा		जा
।		।		।
अब		अब		अब
तक		तक		तक
1.25		1.25		१.
लाख		लाख		लाख
श्रद्धालुओं		श्रद्धालु		श््््धालु
ने		ने		ने
अमरनाथ		अमरनाथ		अमरनाथ
में		में		में
पवित्र		पवित्र		पिित्र
हिम		हिम		हिम
शिवलिंग		शिवलिंग		शिवलिंग
का		का		का
दर्शन		दर्शन		दर्शन
किया		कर		कर
है		है		है
।		।		।
घाटी		घाटी		घाटी
में		में		में
कड़ाके		कड़ाके		कडाका
की		का		का
ठंड		ठंड		ठंड
से		से		से
