Word		Original_feature		Predicted_feature
خاصی		adj		adj
تعداد		n		n
نے		psp		psp
شیو		n		n
سینا		n		n
مےں		psp		psp
شمولیت		n		n
اختیار		n		n
کر		v		v
لی		v		v
اور		avy		avy
وہاں		pn		pn
شیو		n		n
سینا		n		n
کی		psp		psp
برانچ		n		n
بھی		avy		avy
قائم		adj		adj
ہو		v		v
گئی		v		v
۔		punc		punc
شیو		n		n
سینا		n		n
کونکن		n		n
علاقہ		n		n
مےں		psp		psp
کانکنی		n		n
اور		avy		avy
پاور		n		n
پلانٹس		n		n
کے		psp		psp
قیام		n		n
کے		psp		psp
خلاف		adj		adj
مسلسل		adv		adv
احتجاج		n		n
کر		v		v
رہی		v		v
ہے		v		v
۔		punc		punc
کانگریس		n		n
حکومت		n		n
نے		psp		psp
1992		n		n
مےں		psp		psp
جب		pn		pn
دابھول		n		n
پاور		n		n
پراجکٹ		n		n
شروع		n		n
کیا		v		v
تھا		v		v
,		punc		punc
تب		pn		pn
بھی		avy		avy
احتجاج		n		n
کیا		v		v
تھا		v		v
اور		avy		avy
1995		n		n
ء		n		n
مےں		psp		psp
بی		n		n
جے		n		n
پی		n		n
-		punc		punc
شیو		n		n
سینا		n		n
مخلوط		adj		adj
حکومت		n		n
نے		psp		psp
برقی		n		n
خریدی		n		adj
معاہدہ		n		n
کو		psp		psp
منسوخ		adj		adj
کرنے		v		v
کے		psp		psp
بعد		nst		nst
اس		pn		pn
پراجکٹ		n		n
کا		psp		psp
معاملہ		n		n
ازسرنو		adv		adv
طے		n		v
کیا		v		v
تھا		v		v
اور		avy		avy
پراجکٹ		n		n
کے		psp		psp
مرحلہ		n		n
دو		num		num
پر		psp		psp
رضامندی		n		n
ظاہر		adj		adj
کی		v		v
تھی		v		v
۔		punc		punc
ساکری		n		adj
نیٹ		n		n
دیہات		n		n
مےں		psp		psp
18		n		n
اپریل		n		n
کو		psp		psp
شیو		n		n
سینا		n		n
کی		psp		psp
طرف		nst		nst
سے		psp		psp
کیے		v		v
گئے		v		v
پرتشدد		adj		adj
احتجاج		n		n
سے		psp		psp
کافی		adj		avy
بےچینی		n		n
پائی		v		v
جاتی		v		v
ہے		v		v
۔		punc		punc
کانگریس		n		n
کے		psp		psp
مقامی		adj		adj
مسلم		adj		adj
قائدین		n		n
کہتے		v		v
ہےں		v		v
کہ		avy		avy
عوام		n		n
پرتشدد		adj		adj
احتجاج		n		n
کو		psp		psp
پسند		n		n
نہیں		avy		avy
کرتے		v		v
NULL		unk		unk
ان		pn		pn
کا		psp		psp
NULL		unk		unk
کہنا		v		v
ہے		v		v
کہ		avy		avy
احتجاج		n		n
پرامن		adj		n
اور		avy		avy
جمہوری		adj		adj
ہونا		v		v
چاہئے		v		v
۔		punc		punc
پراجکٹ		n		n
کی		psp		psp
مخالف		adj		adj
تنظیمیں		n		n
اور		avy		avy
ان		pn		pn
کے		psp		psp
قائدین		n		n
کا		psp		psp
کہنا		v		v
ہے		v		v
کہ		avy		avy
احتجاج		n		n
جاری		adj		adj
رہے_گا		v		v
NULL		unk		unk
عوام		n		n
کو		psp		psp
کانگریس		n		n
اور		avy		avy
اس		pn		pn
کی		psp		psp
حکومت		n		n
پر		psp		psp
بھروسہ		n		n
نہیں		avy		avy
ہے		v		v
۔		punc		punc
شیو		n		n
سینا		n		n
کے		psp		psp
ایگزیکیٹو		n		n
صدر		n		n
ادھو		n		n
ٹھاکرے		n		v
ساکری		n		adj
نیٹ		n		n
کے		psp		psp
مہلوک		adj		adj
تبریز		n		n
کے		psp		psp
گھر		n		v
گئے		v		v
اور		avy		avy
متعلقین		n		n
کو		psp		psp
پرسہ		n		n
دیا		v		v
۔		punc		punc
جیٹاپور		n		n
نیوکلیر		n		n
پراجکٹ		n		n
کے		psp		psp
خلاف		adj		adj
عوام		n		n
مےں		psp		psp
ناراضگی		n		n
ہے		v		v
اور		avy		avy
بیدخل		adj		adj
کئے		v		v
جانے		v		v
والے		psp		psp
افراد		n		n
کے		psp		psp
لیے		psp		psp
حکومت		n		n
نے		psp		psp
جس		pn		pn
معاوضہ		n		adj
پیکیج		n		n
کا		psp		psp
اعلان		n		n
کیا		v		v
ہے		v		v
مقامی		adj		adj
عوام		n		n
نے		psp		psp
اسے		pn		pn
قبول		adj		adj
کرنے		v		v
سے		psp		psp
انکار		n		n
کیا		v		v
ہے		v		v
۔		punc		punc
مرکزی		adj		adj
حکومت		n		n
کی		psp		psp
طرف		nst		nst
سے		psp		psp
جیٹاپور		n		adj
نیوکلیر		n		n
پراجکٹ		n		n
کی		psp		psp
تعمیر		n		n
جاری		adj		adj
رکھنے		v		v
کے		psp		psp
فیصلہ		n		n
کے		psp		psp
بعد		nst		nst
شیو		n		n
سینا		n		n
اور		avy		avy
دوسری		adj		num
تنظیمیں		n		n
مقامی		adj		adj
عوام		n		n
سے		psp		psp
مشاورت		n		n
کے		psp		psp
ذریعہ		n		psp
مستقبل		n		n
کے		psp		psp
احتجاجی		adj		adj
پروگرام		n		n
کو		psp		psp
قطعیت		n		n
دینے		v		v
والی		v		psp
ہےں		v		v
۔		punc		punc
جیٹاپور		n		n
نیوکلیر		n		n
پاور		n		n
پراجکٹ		n		n
مسئلہ		n		n
پر		psp		psp
کونکنی		adj		adj
علاقہ		n		n
مےں		psp		psp
کانگریس		n		n
اور		avy		avy
شیوسینا		n		n
مےں		psp		psp
طویل		adj		adj
سیاسی		n		adj
لڑائی		n		v
چھڑے_گی		v		v
اور		avy		avy
یہ		pn		pn
مسئلہ		n		n
آنے		v		v
والے		psp		psp
دنوں		n		n
مےں		psp		psp
ریاست		n		n
کی		psp		psp
کانگریس		n		n
,		punc		punc
این		n		n
سی		n		n
پی		n		n
اور		avy		avy
مرکز		n		n
کی		psp		psp
یو		n		n
پی		n		n
اے		n		n
حکومت		n		n
کے		psp		psp
لئے		psp		psp
اےک		num		num
نیا		adj		adj
درد		n		n
سر		n		n
بن		v		v
سکتا		v		v
ہے		v		v
۔		punc		punc
مسئلہ		n		n
مقامی		adj		adj
عوام		n		n
سے		psp		psp
جڑا		v		v
ہوا		v		v
ہے		v		v
NULL		unk		unk
حکومت		n		n
زور		n		n
زبردستی		n		n
کا		psp		psp
راستہ		n		n
اختیار		n		n
کرےگی		v		v
تو		avy		avy
اسے		pn		pn
مسائل		n		n
کا		psp		psp
سامنا		n		n
کرنا		v		v
پڑ		v		v
سکتا		v		v
ہے		v		v
۔		punc		punc
دھنباد		n		n
کے		psp		psp
مٹکوریہ		n		adj
علاقہ		n		n
مےں		psp		psp
ناجائز		adj		adj
قبضوں		n		n
کے		psp		psp
خلاف		adj		adj
کارروائی		n		n
کے		psp		psp
دوران		nst		nst
احتجاجیوں		n		n
اور		avy		avy
پولیس		n		n
کے		psp		psp
درمیان		nst		nst
جھڑپ		n		n
مےں		psp		psp
3		num		num
ہلاک		adj		adj
ہو		v		v
گئے		v		v
جبکہ		avy		avy
سپرنٹنڈنٹ		n		n
پولیس		n		n
کے		psp		psp
بشمول		psp		psp
دیگر		adj		adj
22		num		num
افراد		n		n
زخمی		adj		adj
ہوئے		v		v
۔		punc		punc
دھنباد		n		n
ڈپٹی		n		n
کمشنر		n		n
پولیس		n		n
سنیل		n		n
کمار		n		n
برنوال		n		n
نے		psp		psp
کہا		v		v
کہ		avy		avy
تشدد		n		n
مےں		psp		psp
3		num		num
ہلاک		adj		adj
NULL		adj		unk
22		num		num
زخمی		adj		adj
ہوئے		v		v
ہیں		v		v
۔		punc		punc
بعض		avy		avy
غیرسماجی		adj		adj
عناصر		n		n
کی		psp		psp
اشتعال_انگیزی		n		n
کے		psp		psp
باعث		psp		psp
یہ		pn		pn
فساد		n		n
بھڑک		adj		v
اٹھا		v		v
تھا		v		v
۔		punc		punc
صورتحال		n		n
کشیدہ		adj		adj
ہونے		v		v
سے		psp		psp
حکام		n		n
نے		psp		psp
غیرمعینہ		adj		adj
مدت		n		n
کا		psp		psp
کرفیو		n		n
نافذ		adj		adj
کیا		v		v
ہے		v		v
۔		punc		punc
اےک		num		num
زخمی		n		n
کی		psp		psp
حالت		n		n
تشویشناک		adj		adj
بتائی		v		v
گئی		v		v
ہے		v		v
۔		punc		punc
تقریباً		avy		adv
زخمیوں		n		n
مےں		psp		psp
بعض		pn		avy
کو		psp		psp
گولی		n		n
لگنے		v		v
سے		psp		psp
زخم		n		n
آئے		v		v
ہیں		v		v
۔		punc		punc
غیرمجاز		adj		adj
تعمیرات		n		n
کے		psp		psp
انہدام		n		n
کو		psp		psp
روکنے		v		v
کے		psp		psp
لیے		psp		psp
مقامی		adj		adj
افراد		n		n
کی		psp		psp
مزاحمت		n		n
کے		psp		psp
بعد		nst		nst
دھنباد		n		n
مےں		psp		psp
تشدد		n		n
بھڑک		adj		v
اٹھا		v		v
تھا		v		v
۔		punc		punc
امریکی		adj		adj
جیلوں		n		n
مےں		psp		psp
انسانی		adj		adj
حقوق		n		n
کی		psp		psp
بدترین		adj		adj
اور		avy		avy
بھیانک		adj		n
خلافورزیوں		n		n
کا		psp		psp
نوٹ		n		n
لیے		v		psp
بغیر		avy		avy
عالمی		adj		adj
طاقتیں		n		n
مشرق		n		adj
وسطی		n		n
اور		avy		avy
عرب		n		n
ملکوں		n		n
مےں		psp		psp
انسانی		adj		adj
حقوق		n		n
کی		psp		psp
دہائی		n		n
دے		v		v
کر		v		v
اپنے		pn		pn
اصولوں		n		n
کا		psp		psp
جانبدارانہ		adj		adj
مظاہرہ		n		n
کرتی		v		v
ہیں		v		v
۔		punc		punc
گزشتہ		adj		adj
زائد		adj		adj
6		num		num
سال		n		n
سے		psp		psp
ان		pn		pn
قیدیوں		n		n
کو		psp		psp
امریکی		adj		n
سیکوریٹی		n		n
عہدیداروں		n		n
نے		psp		psp
کسی		pn		pn
قانونی		adj		adj
کارروائی		n		n
کے		psp		psp
بغیر		avy		avy
جیل		n		n
مےں		psp		psp
رکھا		v		v
ہے		v		v
۔		punc		punc
جس		pn		pn
مےں		psp		psp
زائد		adj		adj
از		avy		avy
700		num		num
فوجی		adj		adj
دستاویزات		n		n
مےں		psp		psp
نئی		adj		adj
اور		avy		avy
تفصیلی		adj		adj
معلومات		n		n
فراہم		adj		adj
کی		v		v
گئی		v		v
ہیں		v		v
۔		punc		punc
فوجی		adj		n
انٹلیجنس		n		n
عہدیداروں		n		n
نے		psp		psp
فروری		n		n
2002		n		n
سے		psp		psp
جنوری		n		n
2009		n		n
تک		psp		psp
گوانتاناموبے		n		n
جیل		n		n
مےں		psp		psp
محروسین		n		n
کی		psp		psp
تفصیلات		n		n
درج		adj		adj
کی		v		v
ہیں		v		v
۔		punc		punc
ان		pn		pn
قیدیوں		n		n
میں		psp		psp
معصوم		adj		adj
بچے		n		v
بھی		avy		avy
ہےں		v		v
بس		n		n
مسافر		n		n
بھی		avy		avy
ہےں		v		v
NULL		unk		unk
جو		pn		pn
صرف		avy		avy
کابل		n		n
کا		psp		psp
ٹکٹ		n		n
لے		v		v
کر		v		v
بس		n		n
مےں		psp		psp
سوار		adj		adj
ہوئے		v		v
تھے		v		v
۔		punc		punc
افغانستان		n		n
کے		psp		psp
بارے		n		n
مےں		psp		psp
لکھی		v		v
گئی		v		v
نظم		n		n
رکھنے		v		v
والے		psp		psp
شہری		n		n
کو		psp		psp
بھی		avy		avy
امریکی		adj		adj
فوج		n		n
نے		psp		psp
جیل		n		n
مےں		psp		psp
ڈال		v		v
دیا		v		v
۔		punc		punc
جیل		n		n
کے		psp		psp
ان		pn		pn
بےیار		adj		adj
و		avy		avy
مددگار		adj		adj
قیدیوں		n		n
کی		psp		psp
انسانی		adj		adj
صحت		n		n
کی		psp		psp
تفصیلات		n		n
رونگٹے		n		v
کھڑے		v		adj
کر		v		v
دیتی		v		v
ہیں		v		v
۔		punc		punc
قیدیوں		n		n
کی		psp		psp
بیماری		n		n
,		punc		punc
ہپٹائٹس		n		n
مرض		n		n
,		punc		punc
ٹی		n		n
بی		n		n
NULL		unk		unk
مایوسی		n		n
کا		psp		psp
شکار		n		n
محروسین		n		n
کے		psp		psp
ساتھ		nst		nst
جیل		n		n
کے		psp		psp
حکام		n		n
کا		psp		psp
غیرانسانی		adj		adj
سلوک		n		n
عالم		n		n
انسانیت		n		n
کے		psp		psp
لئے		psp		psp
سوال		n		n
بنا		v		v
ہوا		v		v
ہے		v		v
۔		punc		punc
گزشتہ		adj		adj
زائد		adj		adj
6		num		num
سال		n		n
سے		psp		psp
ان		pn		pn
قیدیوں		n		n
کو		psp		psp
امریکی		adj		n
سیکوریٹی		n		n
عہدیداروں		n		n
نے		psp		psp
کسی		pn		pn
قانونی		adj		adj
کارروائی		n		n
کے		psp		psp
بغیر		avy		avy
جیل		n		n
مےں		psp		psp
رکھا		v		v
ہے		v		v
۔		punc		punc
ان		pn		pn
قیدیوں		n		n
مےں		psp		psp
مغویہ		adj		adj
14		num		num
سال		n		n
کا		psp		psp
لڑکا		n		n
بھی		avy		avy
ہے		v		v
,		punc		punc
NULL		unk		unk
اس		pn		pn
طرح		n		n
کے		psp		psp
کئی		avy		avy
لڑکے		n		n
اور		avy		avy
افغان		n		n
و		avy		avy
پاکستان		n		n
یا		avy		avy
غیرملکی		adj		adj
شہری		n		n
ہوں_گے		v		v
جنہیں		pn		pn
اندھادھند		adj		n
طریقہ		n		n
سے		psp		psp
گرفتار		adj		adj
کر		v		v
کے		v		n
جیل		n		n
مےں		psp		psp
محروس		adj		adj
کر		v		v
دیا		v		v
گیا		v		v
۔		punc		punc
بدنام		adj		n
زمانہ		n		n
گوانتاناموبے		n		n
جیل		n		n
کا		psp		psp
قیام		n		n
امریکہ		n		n
نے		psp		psp
صرف		avy		avy
القاعدہ		n		n
کے		psp		psp
نٹ_ورک		n		n
سے		psp		psp
وابستہ		adj		adj
افراد		n		n
کو		psp		psp
سزا		n		n
دینے		v		v
کے		psp		psp
لئے		psp		psp
بنایا		v		v
تھا		v		v
۔		punc		punc
القاعدہ		n		n
کے		psp		psp
سربراہ		n		n
بن		n		n
لادن		n		n
کی		psp		psp
گرفتاری		n		n
مےں		psp		psp
ناکام		adj		adj
امریکی		adj		adj
فوج		n		n
اور		avy		avy
انٹلیجنس		n		n
اس		pn		pn
جیل		n		n
کو		psp		psp
انسانی		adj		adj
حقوق		n		n
کی		psp		psp
بدترین		adj		adj
خلاف_ورزیوں		n		n
کے		psp		psp
طور		n		n
پر		psp		psp
استعمال		n		n
کر		v		v
رہی		v		v
ہے		v		v
۔		punc		punc
قیدیوں		n		n
کو		psp		psp
پانی		n		n
کے		psp		psp
جہاز		n		n
یا		avy		avy
کشتیوں		n		n
کی		psp		psp
سواری		n		n
,		punc		punc
نیند		n		n
سے		psp		psp
محروم		adj		adj
رکھنے		v		v
کی		psp		psp
سزا		n		n
اور		avy		avy
تیز		adj		adj
آواز		n		n
والی		psp		psp
موسیقی		n		n
سے		psp		psp
کان		n		n
پھاڑ		v		v
دینے		v		v
والی		psp		psp
سزا		n		n
دی		v		v
جا		v		v
رہی		v		v
ہے		v		v
۔		punc		punc
انسانیت		n		n
کے		psp		psp
خلاف		adj		adj
ہونے		v		v
والی		psp		psp
اس		pn		pn
ناانصافی		n		adj
اور		avy		avy
غیرقانونی		adj		adj
حراست		n		n
پر		psp		psp
ساری		adj		adj
دنیا		n		n
کی		psp		psp
حقوق		n		n
انسانی		adj		n
کی		psp		psp
علمبردار		adj		adj
تنظیمیں		n		n
خاموش		adj		adj
ہیں		v		v
۔		punc		punc
عام		adj		adj
رائے		n		n
یہی		pn		pn
ہے		v		v
کہ		avy		avy
امریکہ		n		n
خود		pn		pn
اپنی		pn		pn
ناکام		adj		adj
پالیسیوں		n		n
اور		avy		avy
مایوس_کن		adj		adj
منصوبوں		n		n
کے		psp		psp
دائرہ		n		n
مےں		psp		psp
مقید		adj		adj
ہوتا		v		v
جا		v		v
رہا		v		v
ہے		v		v
۔		punc		punc
اس		pn		pn
کی		psp		psp
گوانتاناموبے		n		n
جیسی		psp		avy
غیرانسانی		adj		adj
جیلوں		n		n
کی		psp		psp
وجہ		n		n
سے		psp		psp
دنیا		n		n
بھر		avy		avy
مےں		psp		psp
ظلم		n		n
و		avy		avy
زیادتی		n		n
کے		psp		psp
خلاف		adj		adj
آواز		n		n
اٹھانے		v		v
کو		psp		psp
دہشت_گردی		n		n
کی		psp		psp
نئی		adj		adj
تاریخ		n		n
مرتب		adj		adj
کرنے		v		v
والی		psp		psp
تنظیمیں		n		n
مجتمع		adj		adj
ہو		v		v
رہی		v		v
ہیں		v		v
۔		punc		punc
القاعدہ		n		n
کے		psp		psp
سربراہ		n		n
کی		psp		psp
گرفتاری		n		n
کی		psp		psp
صورت		n		n
مےں		psp		psp
نیوکلیر		n		n
حملے		n		n
کئے		v		v
جانے		v		v
کی		psp		psp
دھمکی		n		n
کے		psp		psp
پیش		nst		nst
نظر		nst		n
امریکی		adj		adj
پالیسی_ساز		adj		adj
اداروں		n		n
نے		psp		psp
اپنی		pn		pn
فوجی		adj		adj
کارروائیوں		n		n
کا		psp		psp
رخ		n		n
معصوم		adj		adj
انسانوں		n		n
کی		psp		psp
جانب		nst		nst
موڑ		v		v
کر		v		v
صورتحال		n		n
مزید		avy		adj
بھیانک		adj		adv
بنا		v		v
دی		v		v
ہے		v		v
اس		pn		pn
طرح		n		n
کی		psp		psp
مفاہمانہ		adj		adj
پالیسیوں		n		n
پر		psp		psp
غور		n		n
و		avy		avy
خوض		n		n
کے		psp		psp
دن		n		n
گذارنے		v		v
والی		psp		psp
امریکی		adj		n
نظم		n		n
و		avy		avy
نسق		n		n
نے		psp		psp
اپنی		pn		pn
جیلوں		n		n
مےں		psp		psp
محروس		adj		adj
قیدیوں		n		n
کو		psp		psp
دی		v		v
جانے		v		v
والی		psp		psp
اذیت_ناک		adj		adj
سزاؤں		n		n
پر		psp		psp
کبھی		pn		pn
غور		n		n
نہیں		avy		avy
کیا		v		v
۔		punc		punc
القاعدہ		n		n
سے		psp		psp
مفاہمت		n		n
کئے		v		v
بغیر		avy		avy
طالبان		n		n
سے		psp		psp
مکمل		adj		adj
صلح		n		n
کرنے		v		v
اور		avy		avy
ملا		n		n
عمر		n		n
کو		psp		psp
رہا		n		v
کرا		v		v
کر		v		v
اپنی		pn		pn
غرض		n		n
پوری		adj		adj
کرنے		v		v
کی		psp		psp
فکر		n		n
رکھنے		v		v
والی		psp		psp
امریکی		adj		adj
فوج		n		n
اور		avy		avy
نظم		n		n
و		avy		avy
نسق		n		n
کو		psp		psp
ذاتی		adj		adj
مفادات		n		n
بھی		avy		avy
عزیز		adj		adj
ہیں		v		v
۔		punc		punc
سابق		adj		adj
صدر		n		n
جارج		n		n
بش		n		n
کے		psp		psp
نقش		n		adj
قدم		n		n
پر		psp		psp
چلنے		v		v
والے		psp		psp
بارک		n		n
اوباما		n		n
کو		psp		psp
اپنی		pn		pn
دوسری		num		num
میعاد		n		n
کے		psp		psp
لئے		psp		psp
انتخابی		adj		adj
مقابلہ_آرائی		n		n
کی		psp		psp
تیاری		n		n
کرنی		v		v
ہے		v		v
۔		punc		punc
آنے		v		v
والے		psp		psp
انتخابات		n		n
مےں		psp		psp
انہیں		pn		pn
دیگر		adj		adj
امور		n		n
کے		psp		psp
علاوہ		psp		psp
ملکی		adj		adj
معاملات		n		n
مےں		psp		psp
ناکامیوں		n		n
کا		psp		psp
بھی		avy		avy
سامنا		n		n
کرنا		v		v
پڑےگا		v		v
۔		punc		punc
افغانستان		n		n
و		avy		avy
عراق		n		n
مےں		psp		psp
ہوئی		v		v
ناکامیاں		n		n
بھی		avy		avy
ان		pn		pn
کا		psp		psp
تعاقب		n		n
کریں_گی		v		v
۔		punc		punc
عراق		n		n
کی		psp		psp
ابوغریب		n		n
جیل		n		n
سے		psp		psp
لے		v		v
کر		v		v
کیوبا		n		n
کی		psp		psp
گوانتاناموبے		n		n
جیل		n		n
کے		psp		psp
قیدیوں		n		n
کی		psp		psp
آہ		n		n
و		avy		avy
بکا		n		adj
بھی		avy		avy
ان		pn		pn
کا		psp		psp
تعاقب		n		n
کر		v		v
رہی		v		v
ہیں		v		v
۔		punc		punc
اوباما		n		n
کی		psp		psp
اندرون		nst		nst
ملک		n		n
پالیسی		n		adj
مسائل		n		n
کا		psp		psp
شکار		n		n
ہے		v		v
تو		avy		avy
ان		pn		pn
کی		psp		psp
خارجہ		adj		adj
پالیسی		n		n
بھی		avy		avy
تین		num		num
طرح		n		n
سے		psp		psp
متاثر		adj		adj
نظر		n		n
آ		v		v
رہی		v		v
ہے		v		v
۔		punc		punc
اول		num		adj
تو		avy		avy
وہ		pn		pn
بین_الاقوامی		adj		n
مسائل		n		n
مےں		psp		psp
ترجیحات		n		n
کا		psp		psp
تعین		n		n
نہیں		avy		avy
کر		v		v
سکے		v		v
۔		punc		punc
مشرق		n		n
وسطی		n		n
,		punc		punc
مصر		n		n
,		punc		punc
تیونس		n		n
اور		avy		avy
اب		pn		pn
لیبیا		n		n
کے		psp		psp
مسئلہ		n		n
پر		psp		psp
ان		pn		pn
کی		psp		psp
پالیسیاں		n		n
عالمی		adj		adj
تنقیدوں		n		n
سے		psp		psp
دوچار		adj		adj
